isolate	scheme	ST	adk	fumC	gyrB	icd	mdh	purA	recA
GCF_027925745.1_ASM2792574v1	ecoli_achtman_4	21	adk(16)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(7)	recA(7)
GCF_027925765.1_ASM2792576v1	ecoli_achtman_4	21	adk(16)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(7)	recA(7)
GCF_027925785.1_ASM2792578v1	ecoli_achtman_4	21	adk(16)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(7)	recA(7)
GCF_027925805.1_ASM2792580v1	ecoli_achtman_4	21	adk(16)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(7)	recA(7)
GCF_027925825.1_ASM2792582v1	ecoli_achtman_4	21	adk(16)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(7)	recA(7)
GCF_027925845.1_ASM2792584v1	ecoli_achtman_4	21	adk(16)	fumC(4)	gyrB(12)	icd(16)	mdh(9)	purA(7)	recA(7)
GCF_027943565.1_ASM2794356v1	ecoli_achtman_4	393	adk(18)	fumC(106)	gyrB(17)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_027944575.1_ASM2794457v1	ecoli_achtman_4	174	adk(20)	fumC(67)	gyrB(56)	icd(64)	mdh(5)	purA(50)	recA(45)
GCF_027944595.1_ASM2794459v1	ecoli_achtman_4	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
GCF_027944615.1_ASM2794461v1	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_027944635.1_ASM2794463v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_027944655.1_ASM2794465v1	ecoli_achtman_4	196	adk(6)	fumC(19)	gyrB(3)	icd(16)	mdh(9)	purA(8)	recA(6)
GCF_027944675.1_ASM2794467v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_027944695.1_ASM2794469v1	ecoli_achtman_4	1236	adk(170)	fumC(195)	gyrB(13)	icd(100)	mdh(30)	purA(25)	recA(30)
GCF_027944715.1_ASM2794471v1	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_027944735.1_ASM2794473v1	ecoli_achtman_4	453	adk(99)	fumC(6)	gyrB(33)	icd(33)	mdh(24)	purA(8)	recA(7)
GCF_027944775.1_ASM2794477v1	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_027944795.1_ASM2794479v1	ecoli_achtman_4	2003	adk(4)	fumC(26)	gyrB(2)	icd(25)	mdh(4)	purA(5)	recA(19)
GCF_027944815.1_ASM2794481v1	ecoli_achtman_4	2003	adk(4)	fumC(26)	gyrB(2)	icd(25)	mdh(4)	purA(5)	recA(19)
GCF_027944835.1_ASM2794483v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_027944855.1_ASM2794485v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_027944875.1_ASM2794487v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_027944895.1_ASM2794489v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_027944915.1_ASM2794491v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_027944935.1_ASM2794493v1	ecoli_achtman_4	345	adk(6)	fumC(4)	gyrB(14)	icd(1)	mdh(20)	purA(62)	recA(7)
GCF_027944955.1_ASM2794495v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_027944995.1_ASM2794499v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_027945015.1_ASM2794501v1	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_027945035.1_ASM2794503v1	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_027945055.1_ASM2794505v1	ecoli_achtman_4	1011	adk(6)	fumC(4)	gyrB(159)	icd(44)	mdh(112)	purA(1)	recA(17)
GCF_027945095.1_ASM2794509v1	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_027945175.1_ASM2794517v1	ecoli_achtman_4	906	adk(6)	fumC(4)	gyrB(3)	icd(16)	mdh(11)	purA(8)	recA(6)
GCF_027945195.1_ASM2794519v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_027947615.1_ASM2794761v1	ecoli_achtman_4	1844	adk(6)	fumC(29)	gyrB(33)	icd(16)	mdh(11)	purA(7)	recA(2)
GCF_028201615.1_ASM2820161v1	ecoli_achtman_4	1434	adk(10)	fumC(11)	gyrB(5)	icd(8)	mdh(7)	purA(8)	recA(6)
GCF_028201635.1_ASM2820163v1	ecoli_achtman_4	-	adk(10)	fumC(11)	gyrB(4)	icd(~39)	mdh(8)	purA(8)	recA(2)
GCF_028201655.1_ASM2820165v1	ecoli_achtman_4	297	adk(6)	fumC(65)	gyrB(32)	icd(26)	mdh(9)	purA(8)	recA(2)
GCF_028215995.1_ASM2821599v1	ecoli_achtman_4	224	adk(6)	fumC(4)	gyrB(33)	icd(16)	mdh(11)	purA(8)	recA(6)
GCF_028421485.1_ASM2842148v1	ecoli_achtman_4	-	adk(6)	fumC(6)	gyrB(5)	icd(10)	mdh(~396)	purA(23)	recA(6)
GCF_028471885.1_ASM2847188v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_028473305.1_ASM2847330v1	ecoli_achtman_4	405	adk(35)	fumC(37)	gyrB(29)	icd(25)	mdh(4)	purA(5)	recA(73)
GCF_028473865.1_ASM2847386v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_028488865.1_ASM2848886v1	ecoli_achtman_4	457	adk(101)	fumC(88)	gyrB(97)	icd(108)	mdh(26)	purA(79)	recA(2)
GCF_028551195.1_ASM2855119v1	ecoli_achtman_4	453	adk(99)	fumC(6)	gyrB(33)	icd(33)	mdh(24)	purA(8)	recA(7)
GCF_028551215.1_ASM2855121v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_028551235.1_ASM2855123v1	ecoli_achtman_4	398	adk(64)	fumC(7)	gyrB(1)	icd(1)	mdh(8)	purA(8)	recA(6)
GCF_028551585.1_ASM2855158v1	ecoli_achtman_4	744	adk(10)	fumC(11)	gyrB(135)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_028596225.1_ASM2859622v1	ecoli_achtman_4	73	adk(36)	fumC(24)	gyrB(9)	icd(13)	mdh(17)	purA(11)	recA(25)
GCF_028609765.1_ASM2860976v1	ecoli_achtman_4	69	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(5)	recA(4)
GCF_028622955.1_ASM2862295v1	ecoli_achtman_4	224	adk(6)	fumC(4)	gyrB(33)	icd(16)	mdh(11)	purA(8)	recA(6)
GCF_028623045.1_ASM2862304v1	ecoli_achtman_4	2179	adk(9)	fumC(65)	gyrB(5)	icd(18)	mdh(11)	purA(8)	recA(6)
GCF_028623065.1_ASM2862306v1	ecoli_achtman_4	602	adk(6)	fumC(19)	gyrB(33)	icd(26)	mdh(11)	purA(8)	recA(6)
GCF_028623085.1_ASM2862308v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_028743335.1_ASM2874333v1	ecoli_achtman_4	7610	adk(10)	fumC(11)	gyrB(4)	icd(852)	mdh(8)	purA(8)	recA(2)
GCF_028743355.1_ASM2874335v1	ecoli_achtman_4	3021	adk(8)	fumC(7)	gyrB(4)	icd(8)	mdh(8)	purA(18)	recA(233)
GCF_028743375.1_ASM2874337v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_028743555.1_ASM2874355v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_028743755.1_ASM2874375v1	ecoli_achtman_4	-	adk(6)	fumC(19)	gyrB(14)	icd(16)	mdh(11)	purA(12,12)	recA(2)
GCF_028752675.1_ASM2875267v1	ecoli_achtman_4	95	adk(37)	fumC(38)	gyrB(19)	icd(37)	mdh(17)	purA(11)	recA(26)
GCF_028752695.1_ASM2875269v1	ecoli_achtman_4	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
GCF_028752715.1_ASM2875271v1	ecoli_achtman_4	117	adk(20)	fumC(45)	gyrB(41)	icd(43)	mdh(5)	purA(32)	recA(2)
GCF_028752735.1_ASM2875273v1	ecoli_achtman_4	-	adk(10)	fumC(~1006)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_028898885.1_ASM2889888v1	ecoli_achtman_4	297	adk(6)	fumC(65)	gyrB(32)	icd(26)	mdh(9)	purA(8)	recA(2)
GCF_029011945.1_ASM2901194v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_029026925.1_ASM2902692v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_029094485.1_ASM2909448v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_029201525.1_ASM2920152v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_029223605.1_ASM2922360v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_029223625.1_ASM2922362v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_029223645.1_ASM2922364v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_029224065.1_ASM2922406v1	ecoli_achtman_4	1508	adk(207)	fumC(23)	gyrB(176)	icd(141)	mdh(170)	purA(2)	recA(2)
GCF_029224085.1_ASM2922408v1	ecoli_achtman_4	155	adk(6)	fumC(4)	gyrB(14)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_029224105.1_ASM2922410v1	ecoli_achtman_4	1508	adk(207)	fumC(23)	gyrB(176)	icd(141)	mdh(170)	purA(2)	recA(2)
GCF_029224125.1_ASM2922412v1	ecoli_achtman_4	6345	adk(6)	fumC(4)	gyrB(3)	icd(18)	mdh(11)	purA(8)	recA(3)
GCF_029227835.1_ASM2922783v1	ecoli_achtman_4	5044	adk(57)	fumC(11)	gyrB(4)	icd(109)	mdh(7)	purA(8)	recA(2)
GCF_029227855.1_ASM2922785v1	ecoli_achtman_4	-	adk(~4)	fumC(26)	gyrB(3)	icd(25)	mdh(11)	purA(8)	recA(19)
GCF_029227875.1_ASM2922787v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_029227895.1_ASM2922789v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_029278625.2_ASM2927862v2	ecoli_achtman_4	295	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(9)	purA(2)	recA(7)
GCF_029318875.1_ASM2931887v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_029318935.1_ASM2931893v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_029318975.1_ASM2931897v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_029319035.1_ASM2931903v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_029319085.1_ASM2931908v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_029536615.1_ASM2953661v1	ecoli_achtman_4	141	adk(13)	fumC(52)	gyrB(10)	icd(14)	mdh(17)	purA(25)	recA(17)
GCF_029536635.1_ASM2953663v1	ecoli_achtman_4	105	adk(13)	fumC(43)	gyrB(19)	icd(36)	mdh(17)	purA(10)	recA(10)
GCF_029536655.1_ASM2953665v1	ecoli_achtman_4	697	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(101)	purA(8)	recA(2)
GCF_029536675.1_ASM2953667v1	ecoli_achtman_4	93	adk(6)	fumC(11)	gyrB(4)	icd(10)	mdh(7)	purA(8)	recA(6)
GCF_029536695.1_ASM2953669v1	ecoli_achtman_4	372	adk(88)	fumC(103)	gyrB(19)	icd(36)	mdh(23)	purA(44)	recA(26)
GCF_029537195.1_ASM2953719v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029542125.1_ASM2954212v1	ecoli_achtman_4	4538	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(9)	purA(8)	recA(6)
GCF_029542525.1_ASM2954252v1	ecoli_achtman_4	998	adk(13)	fumC(52)	gyrB(156)	icd(14)	mdh(17)	purA(25)	recA(17)
GCF_029590495.1_ASM2959049v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_029623635.1_ASM2962363v1	ecoli_achtman_4	-	adk(21)	fumC(35)	gyrB(27)	icd(6)	mdh(5)	purA(~723)	recA(4)
GCF_029625095.1_ASM2962509v1	ecoli_achtman_4	457	adk(101)	fumC(88)	gyrB(97)	icd(108)	mdh(26)	purA(79)	recA(2)
GCF_029625115.1_ASM2962511v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_029625135.1_ASM2962513v1	ecoli_achtman_4	5487	adk(6)	fumC(4)	gyrB(421)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_029625155.1_ASM2962515v1	ecoli_achtman_4	457	adk(101)	fumC(88)	gyrB(97)	icd(108)	mdh(26)	purA(79)	recA(2)
GCF_029625175.1_ASM2962517v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_029625195.1_ASM2962519v1	ecoli_achtman_4	457	adk(101)	fumC(88)	gyrB(97)	icd(108)	mdh(26)	purA(79)	recA(2)
GCF_029625455.1_ASM2962545v1	ecoli_achtman_4	457	adk(101)	fumC(88)	gyrB(97)	icd(108)	mdh(26)	purA(79)	recA(2)
GCF_029635575.1_ASM2963557v1	ecoli_achtman_4	23	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(13)	recA(7)
GCF_029635835.1_ASM2963583v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_029635865.1_ASM2963586v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_029635885.1_ASM2963588v1	ecoli_achtman_4	1060	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(128)
GCF_029636765.1_ASM2963676v1	ecoli_achtman_4	48	adk(6)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_029636785.1_ASM2963678v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_029636805.1_ASM2963680v1	ecoli_achtman_4	-	adk(10)	fumC(11)	gyrB(4)	icd(1291)	mdh(8)	purA(8)	recA(2)
GCF_029674645.1_ASM2967464v1	ecoli_achtman_4	100	adk(10)	fumC(27)	gyrB(5)	icd(10)	mdh(12)	purA(9)	recA(2)
GCF_029674705.1_ASM2967470v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_029849135.1_ASM2984913v1	ecoli_achtman_4	767	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(104)
GCF_029854375.1_ASM2985437v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_029854395.1_ASM2985439v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_029854475.1_ASM2985447v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_029854495.1_ASM2985449v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_029854515.1_ASM2985451v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_029854535.1_ASM2985453v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_029854555.1_ASM2985455v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_029854615.1_ASM2985461v1	ecoli_achtman_4	2179	adk(9)	fumC(65)	gyrB(5)	icd(18)	mdh(11)	purA(8)	recA(6)
GCF_029855145.1_ASM2985514v1	ecoli_achtman_4	1193	adk(14)	fumC(14)	gyrB(10)	icd(200)	mdh(17)	purA(7)	recA(10)
GCF_029855165.1_ASM2985516v1	ecoli_achtman_4	744	adk(10)	fumC(11)	gyrB(135)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_029909715.1_ASM2990971v1	ecoli_achtman_4	410	adk(6)	fumC(4)	gyrB(12)	icd(1)	mdh(20)	purA(18)	recA(7)
GCF_029916805.1_ASM2991680v1	ecoli_achtman_4	7366	adk(112)	fumC(11)	gyrB(5)	icd(12)	mdh(8)	purA(7)	recA(86)
GCF_029916845.1_ASM2991684v1	ecoli_achtman_4	206	adk(6)	fumC(7)	gyrB(5)	icd(1)	mdh(8)	purA(18)	recA(2)
GCF_029962285.1_ASM2996228v1	ecoli_achtman_4	11	adk(12)	fumC(12)	gyrB(8)	icd(12)	mdh(15)	purA(2)	recA(2)
GCF_029962405.1_ASM2996240v1	ecoli_achtman_4	12	adk(13)	fumC(13)	gyrB(9)	icd(13)	mdh(16)	purA(10)	recA(9)
GCF_029962425.1_ASM2996242v1	ecoli_achtman_4	12	adk(13)	fumC(13)	gyrB(9)	icd(13)	mdh(16)	purA(10)	recA(9)
GCF_029962445.1_ASM2996244v1	ecoli_achtman_4	12	adk(13)	fumC(13)	gyrB(9)	icd(13)	mdh(16)	purA(10)	recA(9)
GCF_029987615.1_ASM2998761v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029987755.1_ASM2998775v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029987875.1_ASM2998787v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029987955.1_ASM2998795v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029988575.1_ASM2998857v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029988835.1_ASM2998883v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029989065.1_ASM2998906v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029989245.1_ASM2998924v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029989405.1_ASM2998940v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029989625.1_ASM2998962v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029989825.1_ASM2998982v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029989965.1_ASM2998996v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029990145.1_ASM2999014v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029990275.1_ASM2999027v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029990355.1_ASM2999035v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029990375.1_ASM2999037v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029990415.1_ASM2999041v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029990455.1_ASM2999045v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029990495.1_ASM2999049v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029990555.1_ASM2999055v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029990605.1_ASM2999060v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029991025.1_ASM2999102v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029991095.1_ASM2999109v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029991165.1_ASM2999116v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029991185.1_ASM2999118v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_029991195.1_ASM2999119v1	ecoli_achtman_4	131	adk(53)	fumC(40)	gyrB(47)	icd(13)	mdh(36)	purA(28)	recA(29)
GCF_030007975.1_ASM3000797v1	ecoli_achtman_4	137	adk(19)	fumC(23)	gyrB(51)	icd(24)	mdh(21)	purA(2)	recA(16)
GCF_030012585.1_ASM3001258v1	ecoli_achtman_4	167	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(13)	recA(2)
GCF_030012625.1_ASM3001262v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_030012645.1_ASM3001264v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_030012665.1_ASM3001266v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_030012745.1_ASM3001274v1	ecoli_achtman_4	10	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_030012765.1_ASM3001276v1	ecoli_achtman_4	744	adk(10)	fumC(11)	gyrB(135)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_030012785.1_ASM3001278v1	ecoli_achtman_4	114	adk(4)	fumC(2)	gyrB(2)	icd(41)	mdh(4)	purA(4)	recA(4)
GCF_030013005.1_ASM3001300v1	ecoli_achtman_4	2074	adk(12)	fumC(321)	gyrB(176)	icd(30)	mdh(80)	purA(2)	recA(2)
GCF_030013025.1_ASM3001302v1	ecoli_achtman_4	1	adk(4)	fumC(2)	gyrB(2)	icd(4)	mdh(4)	purA(4)	recA(4)
GCF_030013045.1_ASM3001304v1	ecoli_achtman_4	1	adk(4)	fumC(2)	gyrB(2)	icd(4)	mdh(4)	purA(4)	recA(4)
GCF_030013085.1_ASM3001308v1	ecoli_achtman_4	58	adk(6)	fumC(4)	gyrB(4)	icd(16)	mdh(24)	purA(8)	recA(14)
GCF_030013105.1_ASM3001310v1	ecoli_achtman_4	5786	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(405)
GCF_030013125.1_ASM3001312v1	ecoli_achtman_4	744	adk(10)	fumC(11)	gyrB(135)	icd(8)	mdh(8)	purA(8)	recA(2)
GCF_030013145.1_ASM3001314v1	ecoli_achtman_4	101	adk(43)	fumC(41)	gyrB(15)	icd(18)	mdh(11)	purA(7)	recA(6)
GCF_030013165.1_ASM3001316v1	ecoli_achtman_4	100	adk(10)	fumC(27)	gyrB(5)	icd(10)	mdh(12)	purA(9)	recA(2)
GCF_030013185.1_ASM3001318v1	ecoli_achtman_4	1	adk(4)	fumC(2)	gyrB(2)	icd(4)	mdh(4)	purA(4)	recA(4)
GCF_030013205.1_ASM3001320v1	ecoli_achtman_4	1	adk(4)	fumC(2)	gyrB(2)	icd(4)	mdh(4)	purA(4)	recA(4)
GCF_030013225.1_ASM3001322v1	ecoli_achtman_4	1	adk(4)	fumC(2)	gyrB(2)	icd(4)	mdh(4)	purA(4)	recA(4)
GCF_030013245.1_ASM3001324v1	ecoli_achtman_4	993	adk(10)	fumC(7)	gyrB(154)	icd(8)	mdh(12)	purA(8)	recA(2)
GCF_030013265.1_ASM3001326v1	ecoli_achtman_4	5786	adk(10)	fumC(11)	gyrB(4)	icd(8)	mdh(8)	purA(8)	recA(405)
GCF_030013305.1_ASM3001330v1	ecoli_achtman_4	1	adk(4)	fumC(2)	gyrB(2)	icd(4)	mdh(4)	purA(4)	recA(4)
GCF_030013325.1_ASM3001332v1	ecoli_achtman_4	1	adk(4)	fumC(2)	gyrB(2)	icd(4)	mdh(4)	purA(4)	recA(4)
GCF_030013345.1_ASM3001334v1	ecoli_achtman_4	1	adk(4)	fumC(2)	gyrB(2)	icd(4)	mdh(4)	purA(4)	recA(4)
